Feature,Importance,source_series,group,feat_type
DDURRG3M086SBEA__rollz12,9.662171e-06,DDURRG3M086SBEA,Prices,rolling_stat
IPFINAL__lag1,9.556039e-06,IPFINAL,Output and Income,lag
IPMAT__rollz12,9.548527e-06,IPMAT,Output and Income,rolling_stat
PERMITMW__rollstd6,9.517708e-06,PERMITMW,Housing,rolling_stat
DMANEMP__rollmean24,9.441184e-06,DMANEMP,Labor Market,rolling_stat
HOUSTMW__rollstd12,9.431041e-06,HOUSTMW,Housing,rolling_stat
BAA__rollstd6,9.346026e-06,BAA,Interest and Exchange Rates,rolling_stat
UEMP15T26__rollz12,9.335254e-06,UEMP15T26,Labor Market,rolling_stat
CUSR0000SAS__lag6,9.261325e-06,CUSR0000SAS,Prices,lag
WPSFD49502__mom3,9.223016e-06,WPSFD49502,Prices,momentum
CE16OV__rollmean12,9.134205e-06,CE16OV,Labor Market,rolling_stat
WPSID61__lag12,9.08056e-06,WPSID61,Prices,lag
SRVPRD__rollz12,9.045794e-06,SRVPRD,Labor Market,rolling_stat
CES0600000008__lag3,9.001767e-06,CES0600000008,Prices,lag
NDMANEMP__rollstd24,8.976777e-06,NDMANEMP,Labor Market,rolling_stat
PCEPI__rollmean12,8.962883e-06,PCEPI,Prices,rolling_stat
DPCERA3M086SBEA__lag9,8.902626e-06,DPCERA3M086SBEA,"Consumption, Orders and Inventories",lag
CUUR0000SA0L2__rollmean12,8.892753e-06,CUUR0000SA0L2,Prices,rolling_stat
NONBORRES__rollz6,8.888072e-06,NONBORRES,Money and Credit,rolling_stat
FEDFUNDS__rollz12,8.885313e-06,FEDFUNDS,Interest and Exchange Rates,rolling_stat
CPIAUCSL__lag12,8.8197085e-06,CPIAUCSL,Prices,lag
DTCTHFNM__mom3,8.784863e-06,DTCTHFNM,Money and Credit,momentum
WPSID62__rollz6,8.752156e-06,WPSID62,Prices,rolling_stat
CUSR0000SAS__lag1,8.724399e-06,CUSR0000SAS,Prices,lag
CES0600000008__lag1,8.67542e-06,CES0600000008,Prices,lag
DTCTHFNM__rollmean6,8.611146e-06,DTCTHFNM,Money and Credit,rolling_stat
TOTRESNS__rollstd6,8.591482e-06,TOTRESNS,Money and Credit,rolling_stat
DTCTHFNM__lag3,8.480678e-06,DTCTHFNM,Money and Credit,lag
IPMAT__rollstd6,8.461023e-06,IPMAT,Output and Income,rolling_stat
CLF16OV__lag12,8.45571e-06,CLF16OV,Labor Market,lag
GS1__lag6,8.4187495e-06,GS1,Interest and Exchange Rates,lag
HOUSTNE__rollmean6,8.410476e-06,HOUSTNE,Housing,rolling_stat
PCEPI__lag1,8.378929e-06,PCEPI,Prices,lag
NONBORRES__rollmean6,8.367551e-06,NONBORRES,Money and Credit,rolling_stat
M2SL__lag1,8.289609e-06,M2SL,Money and Credit,lag
CES3000000008__lag1,8.180737e-06,CES3000000008,Prices,lag
CPIMEDSL__lag6,8.166926e-06,CPIMEDSL,Prices,lag
TB6MS__rollstd24,8.096944e-06,TB6MS,Interest and Exchange Rates,rolling_stat
TB6MS__rollz24,8.067666e-06,TB6MS,Interest and Exchange Rates,rolling_stat
IPCONGD__rollz24,8.056381e-06,IPCONGD,Output and Income,rolling_stat
NONBORRES__rollmean24,7.965982e-06,NONBORRES,Money and Credit,rolling_stat
CLF16OV__lag1,7.957384e-06,CLF16OV,Labor Market,lag
TB6SMFFM__rollz6,7.915817e-06,TB6SMFFM,Interest and Exchange Rates,rolling_stat
IPBUSEQ__mom6,7.892641e-06,IPBUSEQ,Output and Income,momentum
UEMP27OV__rollmean24,7.848036e-06,UEMP27OV,Labor Market,rolling_stat
USGOVT__rollz24,7.846171e-06,USGOVT,Labor Market,rolling_stat
BUSLOANS__rollmean24,7.841272e-06,BUSLOANS,Money and Credit,rolling_stat
DTCOLNVHFNM__lag12,7.819242e-06,DTCOLNVHFNM,Money and Credit,lag
PERMIT__rollmean24,7.798296e-06,PERMIT,Housing,rolling_stat
TB3MS__lag9,7.7875775e-06,TB3MS,Interest and Exchange Rates,lag
DTCTHFNM__rollmean24,7.778729e-06,DTCTHFNM,Money and Credit,rolling_stat
UEMPMEAN__lag12,7.767431e-06,UEMPMEAN,Labor Market,lag
CUSR0000SA0L5__rollz12,7.75625e-06,CUSR0000SA0L5,Prices,rolling_stat
UEMP27OV__rollz6,7.717616e-06,UEMP27OV,Labor Market,rolling_stat
DMANEMP__rollstd6,7.688667e-06,DMANEMP,Labor Market,rolling_stat
CUSR0000SAS__rollz24,7.661989e-06,CUSR0000SAS,Prices,rolling_stat
T5YFFM__rollz6,7.652723e-06,T5YFFM,Interest and Exchange Rates,rolling_stat
CES3000000008__rollmean24,7.63818e-06,CES3000000008,Prices,rolling_stat
SRVPRD__mom6,7.622978e-06,SRVPRD,Labor Market,momentum
UEMPLT5__lag12,7.579306e-06,UEMPLT5,Labor Market,lag
CONSPI__rollz12,7.5787807e-06,CONSPI,Money and Credit,rolling_stat
CONSPI__rollmean24,7.568205e-06,CONSPI,Money and Credit,rolling_stat
BAA__rollz6,7.504882e-06,BAA,Interest and Exchange Rates,rolling_stat
GS5__rollz12,7.4942795e-06,GS5,Interest and Exchange Rates,rolling_stat
DTCTHFNM__rollz6,7.490962e-06,DTCTHFNM,Money and Credit,rolling_stat
CES2000000008__rollmean12,7.485386e-06,CES2000000008,Prices,rolling_stat
M2SL__lag12,7.4358827e-06,M2SL,Money and Credit,lag
UEMP27OV__rollmean6,7.432252e-06,UEMP27OV,Labor Market,rolling_stat
REALLN__lag3,7.4277186e-06,REALLN,Money and Credit,lag
IPCONGD__rollz12,7.4270292e-06,IPCONGD,Output and Income,rolling_stat
IPDMAT__rollmean6,7.420019e-06,IPDMAT,Output and Income,rolling_stat
AAA__lag1,7.4056843e-06,AAA,Interest and Exchange Rates,lag
AWOTMAN__rollz6,7.375668e-06,AWOTMAN,Labor Market,rolling_stat
UNRATE__rollz6,7.370256e-06,UNRATE,Labor Market,rolling_stat
CPIULFSL__rollstd24,7.108845e-06,CPIULFSL,Prices,rolling_stat
M2REAL__rollmean24,7.0749193e-06,M2REAL,Money and Credit,rolling_stat
CES1021000001__mom3,7.0498468e-06,CES1021000001,Labor Market,momentum
IPB51222S__rollz6,7.0470774e-06,IPB51222S,Output and Income,rolling_stat
NONREVSL__lag3,7.0241304e-06,NONREVSL,Money and Credit,lag
CES2000000008__lag12,6.9726534e-06,CES2000000008,Prices,lag
CUUR0000SA0L2__lag9,6.968564e-06,CUUR0000SA0L2,Prices,lag
PERMITNE__rollmean24,6.9518132e-06,PERMITNE,Housing,rolling_stat
HOUSTNE__mom3,6.9415746e-06,HOUSTNE,Housing,momentum
FEDFUNDS__mom12,6.9033586e-06,FEDFUNDS,Interest and Exchange Rates,momentum
PAYEMS__mom12,6.872721e-06,PAYEMS,Labor Market,momentum
DTCTHFNM__rollz24,6.869554e-06,DTCTHFNM,Money and Credit,rolling_stat
BAA__rollz12,6.86861e-06,BAA,Interest and Exchange Rates,rolling_stat
REALLN__rollz6,6.8652375e-06,REALLN,Money and Credit,rolling_stat
TB3SMFFM__mom3,6.813137e-06,TB3SMFFM,Interest and Exchange Rates,momentum
CLF16OV__mom12,6.7959645e-06,CLF16OV,Labor Market,momentum
IPFINAL__rollstd24,6.793676e-06,IPFINAL,Output and Income,rolling_stat
DDURRG3M086SBEA__mom6,6.754158e-06,DDURRG3M086SBEA,Prices,momentum
DDURRG3M086SBEA__lag9,6.748601e-06,DDURRG3M086SBEA,Prices,lag
HOUST__rollz6,6.724109e-06,HOUST,Housing,rolling_stat
IPFPNSS__rollmean24,6.718398e-06,IPFPNSS,Output and Income,rolling_stat
IPFINAL__mom12,6.7040937e-06,IPFINAL,Output and Income,momentum
CES0600000008__rollz12,6.639106e-06,CES0600000008,Prices,rolling_stat
USTPU__mom6,6.62736e-06,USTPU,Labor Market,momentum
AWOTMAN__lag9,6.575812e-06,AWOTMAN,Labor Market,lag
DTCOLNVHFNM__rollstd12,6.530603e-06,DTCOLNVHFNM,Money and Credit,rolling_stat
WPSID62__lag12,6.5017566e-06,WPSID62,Prices,lag
DSERRG3M086SBEA__lag6,6.4511955e-06,DSERRG3M086SBEA,Prices,lag
CUSR0000SAS__lag9,6.433183e-06,CUSR0000SAS,Prices,lag
OILPRICEx__rollmean24,6.4263695e-06,OILPRICEx,Prices,rolling_stat
GS10__rollz12,6.42394e-06,GS10,Interest and Exchange Rates,rolling_stat
WPSFD49502__rollz6,6.4201445e-06,WPSFD49502,Prices,rolling_stat
IPNMAT__rollz12,6.2834024e-06,IPNMAT,Output and Income,rolling_stat
DMANEMP__mom12,6.281963e-06,DMANEMP,Labor Market,momentum
DDURRG3M086SBEA__rollz24,6.2201984e-06,DDURRG3M086SBEA,Prices,rolling_stat
OILPRICEx__rollz12,6.198148e-06,OILPRICEx,Prices,rolling_stat
HOUSTNE__lag6,6.1772116e-06,HOUSTNE,Housing,lag
CUMFNS__lag1,6.0965904e-06,CUMFNS,Output and Income,lag
HOUSTNE__rollstd12,6.08755e-06,HOUSTNE,Housing,rolling_stat
W875RX1__rollmean12,6.0638545e-06,W875RX1,Output and Income,rolling_stat
HOUSTNE__rollz12,6.009879e-06,HOUSTNE,Housing,rolling_stat
CUSR0000SA0L5__rollmean6,5.985339e-06,CUSR0000SA0L5,Prices,rolling_stat
REALLN__rollmean24,5.928895e-06,REALLN,Money and Credit,rolling_stat
USTPU__rollmean6,5.8755386e-06,USTPU,Labor Market,rolling_stat
CUMFNS__rollmean24,5.8359637e-06,CUMFNS,Output and Income,rolling_stat
GS5__lag12,5.83499e-06,GS5,Interest and Exchange Rates,lag
T5YFFM__rollz24,5.8158985e-06,T5YFFM,Interest and Exchange Rates,rolling_stat
WPSFD49502__rollmean12,5.770932e-06,WPSFD49502,Prices,rolling_stat
CPIAUCSL__rollz12,5.759765e-06,CPIAUCSL,Prices,rolling_stat
PCEPI__lag6,5.759098e-06,PCEPI,Prices,lag
DMANEMP__lag1,5.742194e-06,DMANEMP,Labor Market,lag
CUUR0000SAD__rollz6,5.7366183e-06,CUUR0000SAD,Prices,rolling_stat
DSERRG3M086SBEA__rollmean24,5.730953e-06,DSERRG3M086SBEA,Prices,rolling_stat
T10YFFM__mom3,5.723129e-06,T10YFFM,Interest and Exchange Rates,momentum
PERMITNE__rollstd6,5.718168e-06,PERMITNE,Housing,rolling_stat
WPSID62__rollz24,5.689255e-06,WPSID62,Prices,rolling_stat
CUSR0000SA0L5__rollstd12,5.6740987e-06,CUSR0000SA0L5,Prices,rolling_stat
DSERRG3M086SBEA__rollz6,5.629191e-06,DSERRG3M086SBEA,Prices,rolling_stat
USCONS__rollmean24,5.6173694e-06,USCONS,Labor Market,rolling_stat
UEMP27OV__lag6,5.553363e-06,UEMP27OV,Labor Market,lag
M1SL__rollmean12,5.543419e-06,M1SL,Money and Credit,rolling_stat
NONREVSL__lag12,5.508177e-06,NONREVSL,Money and Credit,lag
CONSPI__rollz24,5.493765e-06,CONSPI,Money and Credit,rolling_stat
DTCTHFNM__lag6,5.426195e-06,DTCTHFNM,Money and Credit,lag
M1SL__rollz12,5.414241e-06,M1SL,Money and Credit,rolling_stat
M1SL__rollz6,5.4108655e-06,M1SL,Money and Credit,rolling_stat
REALLN__lag1,5.392501e-06,REALLN,Money and Credit,lag
DSERRG3M086SBEA__rollmean12,5.3665553e-06,DSERRG3M086SBEA,Prices,rolling_stat
NDMANEMP__lag3,5.31965e-06,NDMANEMP,Labor Market,lag
WPSID62__rollz12,5.319314e-06,WPSID62,Prices,rolling_stat
GS10__rollz24,5.3134227e-06,GS10,Interest and Exchange Rates,rolling_stat
CUUR0000SA0L2__lag3,5.2925143e-06,CUUR0000SA0L2,Prices,lag
AAAFFM__rollstd24,5.2770424e-06,AAAFFM,Interest and Exchange Rates,rolling_stat
NONREVSL__rollz6,5.2731307e-06,NONREVSL,Money and Credit,rolling_stat
CLF16OV__rollmean6,5.25552e-06,CLF16OV,Labor Market,rolling_stat
WPSID61__rollz24,5.249146e-06,WPSID61,Prices,rolling_stat
IPMAT__mom3,5.1988427e-06,IPMAT,Output and Income,momentum
SP500__rollz6,5.1868387e-06,SP500,Stock Market,rolling_stat
PCEPI__mom3,5.089681e-06,PCEPI,Prices,momentum
T10YFFM__rollz6,5.0443386e-06,T10YFFM,Interest and Exchange Rates,rolling_stat
DTCOLNVHFNM__rollmean6,5.0323674e-06,DTCOLNVHFNM,Money and Credit,rolling_stat
USGOVT__rollz6,5.021929e-06,USGOVT,Labor Market,rolling_stat
HOUSTW__rollmean6,4.868503e-06,HOUSTW,Housing,rolling_stat
INVEST__lag1,4.824473e-06,INVEST,Money and Credit,lag
CUUR0000SA0L2__rollz12,4.792671e-06,CUUR0000SA0L2,Prices,rolling_stat
CUSR0000SAC__lag3,4.7885505e-06,CUSR0000SAC,Prices,lag
HOUSTNE__rollz24,4.71627e-06,HOUSTNE,Housing,rolling_stat
IPFINAL__rollstd12,4.6740715e-06,IPFINAL,Output and Income,rolling_stat
WPSFD49207__lag6,4.6553882e-06,WPSFD49207,Prices,lag
CPIULFSL__lag12,4.644649e-06,CPIULFSL,Prices,lag
DNDGRG3M086SBEA__rollstd24,4.6423256e-06,DNDGRG3M086SBEA,Prices,rolling_stat
CES0600000008__rollmean12,4.575662e-06,CES0600000008,Prices,rolling_stat
M2SL__rollmean12,4.5582387e-06,M2SL,Money and Credit,rolling_stat
AAA__rollmean6,4.527557e-06,AAA,Interest and Exchange Rates,rolling_stat
UEMP15OV__rollz24,4.4601397e-06,UEMP15OV,Labor Market,rolling_stat
CUSR0000SA0L5__lag12,4.4002304e-06,CUSR0000SA0L5,Prices,lag
DNDGRG3M086SBEA__rollstd12,4.3687864e-06,DNDGRG3M086SBEA,Prices,rolling_stat
DPCERA3M086SBEA__rollmean24,4.363637e-06,DPCERA3M086SBEA,"Consumption, Orders and Inventories",rolling_stat
HOUSTS__rollmean24,4.33541e-06,HOUSTS,Housing,rolling_stat
AAA__rollz12,4.296703e-06,AAA,Interest and Exchange Rates,rolling_stat
PPICMM__lag1,4.294739e-06,PPICMM,Prices,lag
DTCTHFNM__rollz12,4.28929e-06,DTCTHFNM,Money and Credit,rolling_stat
WPSFD49207__lag3,4.2858114e-06,WPSFD49207,Prices,lag
CPIAPPSL__rollz12,4.256646e-06,CPIAPPSL,Prices,rolling_stat
IPFINAL__rollmean24,4.2431607e-06,IPFINAL,Output and Income,rolling_stat
CES2000000008__rollz6,4.1682165e-06,CES2000000008,Prices,rolling_stat
GS5__rollz24,4.115211e-06,GS5,Interest and Exchange Rates,rolling_stat
TOTRESNS__lag6,4.0939644e-06,TOTRESNS,Money and Credit,lag
CES3000000008__lag3,4.087654e-06,CES3000000008,Prices,lag
DDURRG3M086SBEA__rollz6,4.080606e-06,DDURRG3M086SBEA,Prices,rolling_stat
T10YFFM__mom12,4.074526e-06,T10YFFM,Interest and Exchange Rates,momentum
CPIAUCSL__rollz6,4.070818e-06,CPIAUCSL,Prices,rolling_stat
PPICMM__rollz6,4.0676023e-06,PPICMM,Prices,rolling_stat
TB3MS__rollmean24,4.0012833e-06,TB3MS,Interest and Exchange Rates,rolling_stat
TB6SMFFM__rollz12,3.9885967e-06,TB6SMFFM,Interest and Exchange Rates,rolling_stat
M2REAL__rollz6,3.977938e-06,M2REAL,Money and Credit,rolling_stat
IPB51222S__rollz12,3.9543556e-06,IPB51222S,Output and Income,rolling_stat
WPSID61__rollz6,3.9419515e-06,WPSID61,Prices,rolling_stat
OILPRICEx__rollmean12,3.938954e-06,OILPRICEx,Prices,rolling_stat
GS1__mom3,3.933206e-06,GS1,Interest and Exchange Rates,momentum
DNDGRG3M086SBEA__rollmean12,3.9000506e-06,DNDGRG3M086SBEA,Prices,rolling_stat
WPSFD49502__rollmean24,3.867439e-06,WPSFD49502,Prices,rolling_stat
OILPRICEx__rollz24,3.8359217e-06,OILPRICEx,Prices,rolling_stat
CES2000000008__rollmean6,3.8334647e-06,CES2000000008,Prices,rolling_stat
CUUR0000SA0L2__rollz6,3.783552e-06,CUUR0000SA0L2,Prices,rolling_stat
DSERRG3M086SBEA__lag12,3.729713e-06,DSERRG3M086SBEA,Prices,lag
USTRADE__rollmean6,3.7219188e-06,USTRADE,Labor Market,rolling_stat
OILPRICEx__rollz6,3.6980446e-06,OILPRICEx,Prices,rolling_stat
CUSR0000SAC__rollstd24,3.6206882e-06,CUSR0000SAC,Prices,rolling_stat
TB6MS__lag9,3.6048823e-06,TB6MS,Interest and Exchange Rates,lag
M2SL__rollz6,3.6029808e-06,M2SL,Money and Credit,rolling_stat
PPICMM__lag12,3.5886058e-06,PPICMM,Prices,lag
CUSR0000SAC__rollz12,3.5757669e-06,CUSR0000SAC,Prices,rolling_stat
HOUSTMW__rollz6,3.5715007e-06,HOUSTMW,Housing,rolling_stat
WPSFD49502__lag6,3.5683636e-06,WPSFD49502,Prices,lag
BUSLOANS__lag6,3.5268222e-06,BUSLOANS,Money and Credit,lag
PPICMM__lag3,3.5261653e-06,PPICMM,Prices,lag
UEMPMEAN__rollz12,3.5196547e-06,UEMPMEAN,Labor Market,rolling_stat
DNDGRG3M086SBEA__lag6,3.5168332e-06,DNDGRG3M086SBEA,Prices,lag
SP500__rollz12,3.5153105e-06,SP500,Stock Market,rolling_stat
GS1__rollmean24,3.5082583e-06,GS1,Interest and Exchange Rates,rolling_stat
PERMITMW__rollz12,3.4872762e-06,PERMITMW,Housing,rolling_stat
PERMITNE__rollz12,3.4814811e-06,PERMITNE,Housing,rolling_stat
AWOTMAN__lag1,3.4420502e-06,AWOTMAN,Labor Market,lag
CPIAPPSL__rollmean12,3.4377895e-06,CPIAPPSL,Prices,rolling_stat
CPIULFSL__rollz12,3.4329903e-06,CPIULFSL,Prices,rolling_stat
DNDGRG3M086SBEA__rollz6,3.4225698e-06,DNDGRG3M086SBEA,Prices,rolling_stat
IPFUELS__rollmean24,3.4192205e-06,IPFUELS,Output and Income,rolling_stat
AWHMAN__rollstd24,3.4051545e-06,AWHMAN,Labor Market,rolling_stat
UEMP27OV__lag12,3.3898887e-06,UEMP27OV,Labor Market,lag
NONBORRES__rollstd24,3.3720773e-06,NONBORRES,Money and Credit,rolling_stat
PCEPI__lag3,3.3541835e-06,PCEPI,Prices,lag
MANEMP__rollstd6,3.3492956e-06,MANEMP,Labor Market,rolling_stat
AWOTMAN__lag6,3.329625e-06,AWOTMAN,Labor Market,lag
CUUR0000SAD__lag3,3.3255324e-06,CUUR0000SAD,Prices,lag
UEMPMEAN__rollmean24,3.3228882e-06,UEMPMEAN,Labor Market,rolling_stat
PCEPI__rollstd24,3.2915339e-06,PCEPI,Prices,rolling_stat
AAA__rollstd12,3.290502e-06,AAA,Interest and Exchange Rates,rolling_stat
USGOOD__rollstd6,3.26747e-06,USGOOD,Labor Market,rolling_stat
HOUSTNE__rollmean24,3.2632533e-06,HOUSTNE,Housing,rolling_stat
PERMITMW__rollmean6,3.2604069e-06,PERMITMW,Housing,rolling_stat
AAA__rollmean12,3.2532882e-06,AAA,Interest and Exchange Rates,rolling_stat
CPIULFSL__rollz6,3.2264047e-06,CPIULFSL,Prices,rolling_stat
CPITRNSL__rollz12,3.209807e-06,CPITRNSL,Prices,rolling_stat
CES3000000008__rollz24,3.2010485e-06,CES3000000008,Prices,rolling_stat
SP500__lag12,3.1830207e-06,SP500,Stock Market,lag
IPB51222S__rollmean6,3.1531565e-06,IPB51222S,Output and Income,rolling_stat
WPSID62__lag3,3.1494003e-06,WPSID62,Prices,lag
GS5__lag1,3.1352304e-06,GS5,Interest and Exchange Rates,lag
TB6SMFFM__mom12,3.1202953e-06,TB6SMFFM,Interest and Exchange Rates,momentum
CES3000000008__rollmean6,3.0814106e-06,CES3000000008,Prices,rolling_stat
HOUSTMW__rollmean24,3.0607998e-06,HOUSTMW,Housing,rolling_stat
WPSFD49502__rollz24,3.0295928e-06,WPSFD49502,Prices,rolling_stat
NONREVSL__rollmean24,3.0239366e-06,NONREVSL,Money and Credit,rolling_stat
PPICMM__rollz24,3.023733e-06,PPICMM,Prices,rolling_stat
REALLN__rollmean6,2.9990874e-06,REALLN,Money and Credit,rolling_stat
BAAFFM__lag3,2.9921146e-06,BAAFFM,Interest and Exchange Rates,lag
GS1__lag3,2.9878124e-06,GS1,Interest and Exchange Rates,lag
BUSLOANS__rollz24,2.9622286e-06,BUSLOANS,Money and Credit,rolling_stat
CPITRNSL__rollz6,2.9289458e-06,CPITRNSL,Prices,rolling_stat
TB3MS__lag12,2.8857148e-06,TB3MS,Interest and Exchange Rates,lag
T10YFFM__rollstd6,2.8447737e-06,T10YFFM,Interest and Exchange Rates,rolling_stat
PAYEMS__drawdown12,2.827278e-06,PAYEMS,Labor Market,drawdown
HOUSTMW__lag3,2.8234688e-06,HOUSTMW,Housing,lag
PPICMM__rollz12,2.7886997e-06,PPICMM,Prices,rolling_stat
DMANEMP__rollmean6,2.7827878e-06,DMANEMP,Labor Market,rolling_stat
AWOTMAN__rollmean24,2.7567457e-06,AWOTMAN,Labor Market,rolling_stat
CPIULFSL__rollz24,2.7490184e-06,CPIULFSL,Prices,rolling_stat
WPSFD49207__rollz12,2.7060314e-06,WPSFD49207,Prices,rolling_stat
DNDGRG3M086SBEA__rollz12,2.7032802e-06,DNDGRG3M086SBEA,Prices,rolling_stat
UEMPLT5__rollmean6,2.6998357e-06,UEMPLT5,Labor Market,rolling_stat
REALLN__mom3,2.6898713e-06,REALLN,Money and Credit,momentum
NDMANEMP__rollmean6,2.6634173e-06,NDMANEMP,Labor Market,rolling_stat
PCEPI__lag9,2.6320547e-06,PCEPI,Prices,lag
CPIMEDSL__rollmean6,2.6253383e-06,CPIMEDSL,Prices,rolling_stat
TB3SMFFM__rollz6,2.5958025e-06,TB3SMFFM,Interest and Exchange Rates,rolling_stat
USCONS__rollmean12,2.5653887e-06,USCONS,Labor Market,rolling_stat
DPCERA3M086SBEA__rollz6,2.5516842e-06,DPCERA3M086SBEA,"Consumption, Orders and Inventories",rolling_stat
USFIRE__rollmean6,2.5508314e-06,USFIRE,Labor Market,rolling_stat
CUSR0000SAS__lag12,2.5482748e-06,CUSR0000SAS,Prices,lag
CUSR0000SA0L5__rollstd24,2.5313673e-06,CUSR0000SA0L5,Prices,rolling_stat
CE16OV__rollmean24,2.4766732e-06,CE16OV,Labor Market,rolling_stat
DNDGRG3M086SBEA__lag12,2.4427382e-06,DNDGRG3M086SBEA,Prices,lag
SRVPRD__rollmean24,2.4238466e-06,SRVPRD,Labor Market,rolling_stat
CUMFNS__mom12,2.4030567e-06,CUMFNS,Output and Income,momentum
IPNMAT__rollmean24,2.3954371e-06,IPNMAT,Output and Income,rolling_stat
USCONS__rollz24,2.3882694e-06,USCONS,Labor Market,rolling_stat
HOUSTNE__rollmean12,2.3348941e-06,HOUSTNE,Housing,rolling_stat
WPSID61__rollz12,2.3167752e-06,WPSID61,Prices,rolling_stat
W875RX1__rollstd12,2.292148e-06,W875RX1,Output and Income,rolling_stat
TB6SMFFM__rollz24,2.2889808e-06,TB6SMFFM,Interest and Exchange Rates,rolling_stat
CPIAPPSL__rollz6,2.2769987e-06,CPIAPPSL,Prices,rolling_stat
USCONS__rollz12,2.2752956e-06,USCONS,Labor Market,rolling_stat
UNRATE__lag9,2.2688546e-06,UNRATE,Labor Market,lag
CONSPI__rollz6,2.1429985e-06,CONSPI,Money and Credit,rolling_stat
IPDMAT__rollmean24,2.1287974e-06,IPDMAT,Output and Income,rolling_stat
DTCOLNVHFNM__lag9,2.1039561e-06,DTCOLNVHFNM,Money and Credit,lag
DNDGRG3M086SBEA__lag1,2.089205e-06,DNDGRG3M086SBEA,Prices,lag
UEMP27OV__rollz12,2.0051461e-06,UEMP27OV,Labor Market,rolling_stat
WPSID62__rollstd6,1.9958366e-06,WPSID62,Prices,rolling_stat
USTPU__rollstd12,1.9504064e-06,USTPU,Labor Market,rolling_stat
BUSLOANS__rollz12,1.944318e-06,BUSLOANS,Money and Credit,rolling_stat
WPSFD49502__rollmean6,1.9422787e-06,WPSFD49502,Prices,rolling_stat
USWTRADE__rollmean24,1.9238398e-06,USWTRADE,Labor Market,rolling_stat
DTCOLNVHFNM__rollz24,1.8985795e-06,DTCOLNVHFNM,Money and Credit,rolling_stat
CUUR0000SA0L2__rollmean24,1.8821098e-06,CUUR0000SA0L2,Prices,rolling_stat
UNRATE__rollmean12,1.8572072e-06,UNRATE,Labor Market,rolling_stat
UEMP15OV__lag12,1.8196959e-06,UEMP15OV,Labor Market,lag
CES1021000001__rollmean6,1.8155351e-06,CES1021000001,Labor Market,rolling_stat
CUSR0000SA0L5__rollmean12,1.742749e-06,CUSR0000SA0L5,Prices,rolling_stat
TB6MS__mom12,1.6773587e-06,TB6MS,Interest and Exchange Rates,momentum
CUUR0000SAD__rollz12,1.649848e-06,CUUR0000SAD,Prices,rolling_stat
DSERRG3M086SBEA__rollz12,1.577311e-06,DSERRG3M086SBEA,Prices,rolling_stat
DTCOLNVHFNM__rollstd6,1.5580544e-06,DTCOLNVHFNM,Money and Credit,rolling_stat
CES2000000008__rollmean24,1.5499809e-06,CES2000000008,Prices,rolling_stat
INDPRO__rollmean6,1.5200652e-06,INDPRO,Output and Income,rolling_stat
WPSFD49207__rollz24,1.5042814e-06,WPSFD49207,Prices,rolling_stat
GS1__lag12,1.5032098e-06,GS1,Interest and Exchange Rates,lag
PAYEMS__rollmean24,1.4339116e-06,PAYEMS,Labor Market,rolling_stat
IPNMAT__rollz24,1.4330134e-06,IPNMAT,Output and Income,rolling_stat
M1SL__rollz24,1.4282896e-06,M1SL,Money and Credit,rolling_stat
TOTRESNS__rollz12,1.4072172e-06,TOTRESNS,Money and Credit,rolling_stat
HOUST__rollstd24,1.4058661e-06,HOUST,Housing,rolling_stat
HOUSTW__rollmean12,1.4011173e-06,HOUSTW,Housing,rolling_stat
PCEPI__rollz12,1.359077e-06,PCEPI,Prices,rolling_stat
CUSR0000SAC__rollstd12,1.3443133e-06,CUSR0000SAC,Prices,rolling_stat
CUSR0000SAC__rollmean24,1.3140118e-06,CUSR0000SAC,Prices,rolling_stat
CUSR0000SAS__lag3,1.298598e-06,CUSR0000SAS,Prices,lag
CPIAUCSL__rollz24,1.2850477e-06,CPIAUCSL,Prices,rolling_stat
WPSFD49502__rollstd24,1.2803555e-06,WPSFD49502,Prices,rolling_stat
GS10__lag9,1.2078119e-06,GS10,Interest and Exchange Rates,lag
CUMFNS__rollz6,1.20419e-06,CUMFNS,Output and Income,rolling_stat
M2SL__rollmean24,1.1650242e-06,M2SL,Money and Credit,rolling_stat
SP500_RETURN,1.1363509e-06,SP500_RETURN,Stock Market,volatility
UEMP15OV__rollmean12,1.1236214e-06,UEMP15OV,Labor Market,rolling_stat
UEMP15T26__rollz24,1.1033604e-06,UEMP15T26,Labor Market,rolling_stat
UNRATE__lag1,1.1019978e-06,UNRATE,Labor Market,lag
CUSR0000SAC__lag9,1.0986885e-06,CUSR0000SAC,Prices,lag
USTPU__rollmean12,1.0476127e-06,USTPU,Labor Market,rolling_stat
DNDGRG3M086SBEA__mom12,1.0070794e-06,DNDGRG3M086SBEA,Prices,momentum
IPFINAL__rollmean12,9.887859e-07,IPFINAL,Output and Income,rolling_stat
MANEMP__rollmean12,9.702172e-07,MANEMP,Labor Market,rolling_stat
SP500__realizedvol12,9.627272e-07,SP500__realizedvol12,Stock Market,volatility
HOUSTNE__rollz6,9.539116e-07,HOUSTNE,Housing,rolling_stat
INDPRO__mom12,9.258442e-07,INDPRO,Output and Income,momentum
IPBUSEQ__rollmean6,9.1704874e-07,IPBUSEQ,Output and Income,rolling_stat
INDPRO__drawdown60,8.397659e-07,INDPRO,Output and Income,drawdown
WPSFD49207__rollmean6,8.1460075e-07,WPSFD49207,Prices,rolling_stat
